uid	pfam
A0A136KTJ0	PF05199
Q81AQ6	PF01565,PF02913
A0A0J0UTH7	PF01565,PF02913
A0A174RCK8	PF01266,PF04324
A0A0I9NPR5	PF00732,PF05199
Q3JHC3	PF02754
A0A2H5YFG5	PF01266
C1A4Y0	PF01070
M5F6A5	PF00732,PF05199
A0A2X2MV80	PF01266
A0A0C1P707	PF01070
M4KHX7	PF01565,PF02913
E6PBN6	PF00754,PF01344,PF09118
A0A1R3GL76	PF00732,PF05199
A0A1V6JIX6	PF01266
M4YUM8	PF01565,PF02913
A0A0E4A614	PF00732,PF05199
Q4WCK6	PF00732,PF05199
A0A2H1JU53	PF01565,PF02913
A0A2P2E6G0	PF01266
A0A2S6U1Z2	PF00732,PF05199
A0A0U5LU10	PF00732,PF05199
A0A1V5DGK5	PF01266,PF04324
A0A0X2NP63	PF00732,PF05199
D5AQN9	PF01565
L9PRB1	PF01565
A0A317YDA2	PF00732,PF05199
A0A2H6IZI3	PF00732,PF05199
R0EVG9	PF01266
A0A168IK24	PF05199
A0A0G4JIC2	PF01266
J7Q9M2	PF01565,PF02913
A0A166UXY6	PF00732,PF05199
A2SM02	PF01565,PF02913
A0A167DT63	PF00732,PF05199
F9ZDM3	PF07250,PF09118
A0A2J6XQM3	PF01565,PF02913
A0A0E1W095	PF00109,PF00550,PF00698,PF02801,PF08659,PF16197
A0A0W0SKN3	PF01070
A0A1S2XSE1	PF00732,PF05199
A0A2S9YE71	PF00732,PF05199
M2W7F2	PF01070
B7P606	PF01070
H8XPH1	PF01565,PF02913
I0L9P9	PF01565,PF04030
W7ILH9	PF01266
D8IRW1	PF01565
I1BGX0	PF00732
A0A2J6K5D0	PF00732,PF05199
A0A2X2EY83	PF01266,PF16901
D0VWY7	PF01266,PF16901
A0A2N9FC73	PF00732,PF05199
D4XA33	PF01565
A0A221SAG9	PF00732,PF05199
A0A2X5S4P6	PF01266
A0A222THD8	PF00732,PF05199
F2QY27	PF00732,PF05199
A0A143GH29	PF01266
A0A2P6Q5N0	PF01070
Q0I8G2	PF01565,PF02913
A0A175A045	PF01266,PF04324
A0A178B588	PF00732,PF05199
I2C4I9	PF00550,PF00561,PF08659,PF14765
A0A0B5S6Z2	PF01168
D4J7S8	PF01565,PF02913
A0A2X4RVY0	PF01266,PF04324
A0A173XIA0	PF01266,PF04324
A0A2G9G6L0	PF07250,PF09118
A0A1A5VQD4	PF01070
A0A1X2IGH7	PF00732,PF05199
W9N2G4	PF00732,PF05199
K6YSI9	PF00732,PF05199
A0A2Z7BLZ5	PF00732,PF05199
A8QAY8	PF00732,PF05199
A0A1J7GFN9	PF00732,PF05199
E3HEK0	PF01565
A0A074WBS3	PF00732,PF05199
A0A0D6QT97	PF00732,PF05199
X5EDE2	PF01070
A0A067XNL8	PF01565,PF04030
A0A1P8PH87	PF01070
A0A1I9Z5Z3	PF01565
K0KFN0	PF01565,PF04030
A0A0T8KNF0	PF01266,PF16901
B9SS54	PF00732,PF05199
M4D7T8	PF00732,PF05199
S5TUW7	PF01070
A0A2P2BXE7	PF01070
A0A221W3B6	PF01565,PF04030
N0CMJ7	PF09118
K2AY04	PF01565
Q5G234	PF05199
A0A259UCC5	PF01266
A0A251SFR4	PF00732,PF05199
A0A1C5SL61	PF01266,PF04324
B9SV13	PF00732,PF05199
V9Q617	PF00732,PF05199
A0A2G9G0J3	
A0A2X0PI23	PF02913
F8DZG3	PF00732,PF05199
A0A0F6XA07	PF01565,PF02913
D5BRS1	PF01565
A0A2N9B4Z4	PF00732,PF05199
A0A2K0TQ79	PF00732
A0A2X3E9J8	PF05199
A0A1S8TT63	PF01266,PF04324
A0A168HX12	PF00732,PF05199
A0A1R4HQB4	PF01266
A0A2G2ZUG0	PF00732,PF05199
A0A009NBJ7	PF00732,PF05199
A0A0D6UPR3	PF01266
A0A2H1ISP0	PF01565,PF02913
A0A2R7ZSS3	PF01266,PF16901
A0LST6	PF01565,PF04030
A0A0K2Y0X8	
A0A143PMV9	PF05199
A0A1W1BJG1	PF01565,PF02913
A0A2T0ARZ7	PF01266,PF04324
B7PRE2	PF01070
Q16CG6	PF02754,PF12838
C3MKW7	PF01266
A0A0K2VV82	PF01565,PF02913
T0LPH0	PF00732,PF05199
A0A2T3ZEQ7	PF00732,PF05199
A0A1E7RY84	PF01266,PF04324
A0A2H5X4A2	PF01266
B7G7W1	PF01070
A0A0B8NMV1	PF05199
A0A150UZN3	PF00732,PF05199
A0A0G2FXY1	PF00732,PF05199
E0N9D3	PF01565,PF02754,PF02913,PF11880,PF12447,PF13183
A0A1Q3B126	PF00732,PF05199
K9JAG6	PF01565,PF04030
A1BC61	PF01070
A0A1Q8YII8	PF01565,PF02913
A0A1R4H2M8	PF01266
A0A166S3R1	PF01565,PF02913
K9U1P4	PF00890,PF05199
A0A0T6AB85	PF01565,PF02913
A0A150KMR5	PF01565,PF02913
W7WSX9	PF01266
A0A1V6FFS7	PF01266
G7E7S3	PF00732,PF05199
Q1HKZ6	PF05199
A0A2X2NYH4	PF09118
M4DFL0	PF00732,PF05199
A0A316ZA63	PF00732,PF05199
A0A160TUG5	PF07366
A0A2C9DEF1	PF01266
B2GM41	PF00732,PF05199
A0A179HNN1	PF00732,PF05199
Q9AJD6	PF00732,PF05199
A0A2P7ZUQ3	PF00732,PF05199
Q8YB39	PF01565,PF02913
F5SJF3	PF13183
S6BS41	PF01565,PF02913
P58710	PF01565,PF04030
A0A2X2Q272	PF01565,PF04030
A9QAE7	PF01565,PF09129
D7B0R6	PF01565,PF04030
B7PIZ7	PF00732,PF05199
Q5S060	PF00732,PF05199
A0A1C3NXD4	PF09118
A0A0Y0IDS5	PF00732,PF05199
A0A087D1R1	PF01070
A0A0T8L4B5	PF01266
A0A173XN47	PF01266,PF04324
A0A2G5I2G3	PF00732,PF05199
Q2LXM8	PF01565,PF02913
A0A0K9PD64	PF00732,PF05199
A0A1R3UNU7	PF01266
A0A143QIH0	PF00732,PF05199
A0A061CNB8	PF01565,PF02913
Q6FS20	PF01565,PF04030
A0A165VPG0	PF01565
A0A2X2D583	PF01565
A0A0N1FKP0	PF01565,PF04030
A0A0T5ZJ82	PF01565,PF02913
A0A0D2NBS0	PF01070,PF03169
A0A2H3YYS9	PF00732,PF05199
A0A2P6P6I3	PF07250,PF09118
A0A098BP00	PF00732,PF05199
A0A2G9I2C5	PF07250,PF09118
A0A2S8BF84	PF05199
W6VD16	PF01565,PF04030
A0A1U8AIT2	PF00732,PF05199
R9NVU1	PF00732,PF05199
A0A2X2LE05	PF00732,PF05199
A0A1J5RXQ3	PF01266
A0A0J0YI73	PF01565,PF04030
A0A0U5Q3L4	PF01266,PF16901
Q93RE1	PF01565,PF09129
A0A066X668	PF00732,PF05199
A0A2H1KZ78	PF01565,PF02913
A0A1R4KHL6	PF01266,PF16901
A0A075GPT8	PF01070
S7VHR4	PF00561
A0A0H5D5M2	PF00732,PF05199
A5LGF1	PF00732
A0A0X7BDG5	PF00732,PF05199
A0A0A1FLS0	PF01168
G4T075	PF01565,PF02913
A0A063Y722	PF01266
A0A292YDW0	PF01565,PF02913
Q4FNZ1	PF01565
M2M6Z5	PF00732,PF05199
A0A0J6YXR2	PF00732,PF05199
A0A380T8H3	PF00732,PF05199
A5GUJ1	PF01565,PF02913
F8B3Q8	PF09118
A0A1V5YK26	PF01266,PF04324
H8X644	PF00732,PF05199
W9DC91	PF00732,PF05199
A0A0L1IK85	PF01266
V9SH09	PF00732,PF05199
P05414	PF01070
A0A1N0GRW4	PF05199
B7QAT8	PF01070
M7YME5	PF00732,PF05199
A0A137SA38	PF01266
A0A218PV79	PF01565,PF02913
A0A1X6WUC8	PF01266
B9WMC7	PF00732,PF05199
A0A0E9C319	PF01565,PF04030
A0A109YLE2	PF01565,PF04030
A0A1C6D9J8	PF01266,PF04324
H0E0S0	PF00732,PF05199
U4KM46	PF01266,PF04324
Q157H4	PF00732,PF05199
W9D4X9	PF01565,PF02913
B7PPE8	PF01070
B9G683	PF00732,PF05199
A0A291Q0V0	PF00561
A0A060TH05	PF00732,PF05199
A0A291QLU4	PF01070
S5UC18	PF01070
A0A0F0LEA0	PF01565,PF04030
Q59530	PF01266,PF05199
A0A2K8DR46	PF01070
J7KZT9	PF00732,PF05199
A0A2P6PV17	PF00732,PF05199
A0A2X0TKJ3	PF01565,PF04030
A0A0U5H0Q8	PF00732,PF05199
Q4QE54	PF01565,PF04030
A0A2H1I5T4	PF01565,PF02913
A0A2V5G266	PF01565,PF02913
A0A0C5CCL2	PF09118
A0A1V5U2Y5	PF01266,PF04324
Q0RGV3	PF00732,PF05199
A0A364KW03	PF00732,PF05199
B8MSB1	PF00732,PF05199
A0A1X6XUQ2	PF01565,PF04030
A5GI75	PF01565
A0A1U8GBX5	PF00732,PF05199
F9Y7M7	PF01070
A0A1B2GWZ5	PF01565,PF02913
A0A075V0K2	PF00732,PF05199
L7VAP8	PF00732,PF05199
G4CHB5	PF01565,PF02913
A0A1F2PK47	PF01266,PF04324
A0A2C9EKR5	PF01266
V5V4E4	PF01565,PF02913
J7LLU9	PF00732,PF05199
A0A316U805	PF00732,PF05199
Q00922	PF00732,PF05199
C2KX57	PF01070
P59097	PF00732,PF05199
A0A090SES2	PF01266
A0A143BAP0	PF01266
A0A0U0TLA9	PF04030
A0A075UMK6	PF00732,PF00890,PF05199
A0A0P0MGF7	PF01266
A0A1V5PUM4	PF01266
A0A202FUY5	PF01494,PF05199
A0A2S6QUR3	PF01266
A0A077QNR4	PF01266
K9QIX1	PF01070
Q9CG58	PF01070
D5RTL3	PF02754
A0A2S9YDA8	PF05199
F5S6P2	PF01565,PF02754,PF02913,PF11880,PF12447,PF13183
A0A2H6EEQ8	PF01266
B2J7D3	PF00732,PF05199
I4EXQ4	PF00732,PF05199
K9L4P7	PF00732,PF05199
A0A1F8ABU9	PF00732,PF05199
F3M725	PF01565,PF04030
F5SJF1	PF01565
E5CZV8	PF00732
G4HXT0	PF01266,PF05199
A0A1B2H4K6	PF01070
G7Q5T8	PF01070
A0A0W0VHI0	PF00732,PF05199
A0A0P1BH59	PF00732,PF05199
E0QJI9	PF01565,PF02913
A0A2D0K0J8	PF01565,PF08031
A0A087GFE2	PF00732,PF05199
A0A1A7T8Q9	PF01266,PF16901
A0A2X1AN19	PF01266
A4X855	PF05199
A0A2R6WQU1	PF00732,PF05199
K9TUB7	PF01070
H0EHX4	PF00732,PF05199
A0A316VJN5	PF00732,PF05199
Q9FM84	PF04030
U2EST4	PF01565
A0A240AHF9	PF01266,PF04324
A0A101I6I8	PF01565,PF02913
B3R7P1	PF00732,PF05199
A0A0J6VF98	PF05199
A0A2P9HBE8	PF01266
Q3JTE4	PF00652,PF09118,PF14200
A0A397JTN8	PF00732,PF05199
A0A0U5IDX7	PF01000,PF01266,PF16901
Q2MF66	PF00732,PF05199
A0A1V4XBS4	PF01266
A0A0K3BGV1	PF01266
A0A1C5ZBX9	PF01266,PF04324
A0A2P8ASP5	PF00732,PF05199
A0A090QN14	PF01266
A0A0L0VGD7	PF00732,PF05199
X7YWP4	PF01070
A0A397A2I9	PF00732,PF05199
A0A0H6MLS9	PF01266
K0JPQ0	PF01565,PF04030
G9Z4V9	CL0100,PF01266
A0A0U0DJH6	PF01266,PF16901
Q5WFZ5	PF01565,PF02913
C8PB99	PF01266
A0A0F7PF49	PF01070
L7V460	PF00890,PF05199
B9NTK6	PF01565
A0A0A1DTG4	PF01168
H9BQV1	PF00732,PF05199
A0A0E0IKK0	PF00732,PF05199
B8M2X2	PF01565,PF04030
B7QE37	PF01070
S5YW07	PF01565,PF02913
S6BW26	PF01565,PF02913
A0A2G9G1M4	PF01565,PF04030
A0A0G7GZ15	PF01266,PF16901
Q7WZ90	PF01070
A0A061C6C0	PF01070
L0NN71	PF02754,PF12838
W0UZR8	PF01070
V4Y1L5	PF01266
A0A0N0N256	PF01565,PF04030
B7PI58	PF01070
C2ENE9	PF01070
A0A142WRZ4	PF01266
Q6MJX0	PF00732,PF05199
A0A2K9K217	PF00732,PF05199
I7KK15	PF01565,PF04030
A1ZK73	PF00732,PF05199
A0A2U3K0S2	PF01266,PF33274
Q0K750	PF01565
A0A103XFL1	PF00732,PF05199
A0A2H6F8K5	PF01266
A0A2C5XV51	PF00732,PF05199
A0A080LVF2	PF05199
A0A2X0WFX0	PF01266
A0A0D6H816	PF01266
A0A164CN52	PF01266
A0A2H6B5T1	PF01070
A0A0U0XTW1	PF00732,PF05199
A0A1E4SER4	PF00732,PF05199
A0A231HCV3	PF05199
A0A1N0N928	PF01565,PF04030
A0A067K3V8	PF00732,PF05199
A0A2P9FD61	PF00732,PF05199,PF05744
I4G7M6	PF01565,PF02913
Q9HDX8	PF01565,PF04030
D7GNZ6	PF01565,PF02913
A0A2S6TQ85	PF01070
A0A1S8PF74	PF01266,PF04324
Q72LD2	PF02754,PF13183
A0A239S0K0	PF00732,PF05199
A0A0H2M794	PF00732,PF05199,PF09423
A0A2H6B124	PF01266
B8BZV0	PF01070
A0A1B6QK88	PF00732,PF05199
A0A0K9PLF4	PF00732,PF05199
A0A2T0BFF9	PF01266,PF04324
A0A2X2GZA0	PF01266,PF04324
A0A066VWM0	PF00732,PF05199
A0A1V5Q8U0	PF01266
F9EP79	PF01266,PF04324
A0A173W6R9	PF01266,PF04324
M2WRR8	PF01070
A0A2P4UF91	PF00732,PF05199
A0A0U0YMT3	PF05199
M5C7F4	PF00732
W9CDE2	PF00732,PF05199
A0A0U1AC57	PF00732,PF05199
W8XI42	PF00732,PF05199
L1LD33	PF01266,PF16901
A5LGE8	PF00732
A0A2S6TXM6	PF00732,PF05199
H6RSV4	PF01070
A0A2N9B4D5	PF01565,PF04030
A0A2P6R352	PF07250,PF09118
A0A084FUZ4	PF01565,PF08031
Q145H0	PF02754,PF12838
A0A0X2NRB5	PF01565,PF02913
A0A1X6WZE1	
A0A0B9AK84	PF01565,PF04030
A0A0C9M373	PF00732,PF05199
A0A2A9P2J0	PF00732
E3BBP8	PF01565,PF04030
A0A160TTM4	PF01266
Q7WZ62	PF01565,PF08031
Q7X2H8	PF00732,PF05199
A8L4C3	PF05199
A0A2C5YMD7	PF00732,PF05199
A0A2P4UIE7	PF01266
A0A1S7MDK7	PF02754,PF12838
K9TXB3	PF09118
S0FWG9	PF00732,PF05199
A0A1V4VEM6	PF01266
G4CFJ3	PF00732
A0A0B2PSV8	PF01070
A0A2P7ZQQ2	PF01565,PF08031
G9A162	PF02754,PF12838
C2EJS2	PF01266,PF16901
H0E7B5	PF00732,PF05199
A0A1E7RYN9	PF01266,PF04324
A0A1F5L3F0	PF00732,PF05199
W6K749	PF02754,PF12838
A0A0S1UJG8	PF01565,PF02913
Q0KC24	PF01565,PF02913
A0A397JU70	PF00732,PF05199
P79076	PF05199
A0A0R3JS23	PF01266,PF04324
A0A1C7N507	PF00732,PF05199
A0A2K8P7Q9	PF05199
A0A0N0NDT9	PF00155,PF01070
C5CYJ5	PF09118
Q7U599	PF01565,PF02913
A0A2S6RTL4	PF01266
A0A1G4HZK3	PF01565,PF04030
A0A2U1MJ35	PF00732,PF05199
A0A0N0N3I6	PF01565,PF04030
A0A2S6T6A2	PF00732,PF05199
W7J276	PF00732,PF05199
D2S4B7	PF01070
A0A1U9YVN9	PF00732,PF05199
B8B7C5	PF01070
A3RTD7	PF02754,PF12838
A0A1Y2G2W1	PF00732,PF05199
Q1PW53	PF01565,PF02913
A0A1C5NLM8	PF01266,PF04324
A0A0E0BBN4	PF00732,PF05199
A0A0N1NU47	PF05199
A0A2P8B2B8	PF08031
A0A2H6A2M5	PF01070
Q145G9	PF01565
A0A084QU41	PF00732,PF05199
A0A0U1CBT0	PF00732,PF05199
A0A0D6HD20	PF01266,PF05199
A0A1V5Y8S9	PF01266,PF04324
A0A091BY26	PF01266,PF16901
A0A0P0RP68	PF01565,PF02913
A0A1Y5PF92	PF01266,PF05199
A0A084GGR8	PF00732,PF05199
A0A1R4GGY3	PF05199
A0A0T5ZUA2	PF01565,PF02913
A0A1U8KFL1	PF00732,PF05199
A0A0U5BDM6	PF01266
A0A1D8BY50	PF01266,PF05199
I7LBP7	PF00732,PF05199
A4YVE0	PF01070
A0A0N0XID0	PF01266
A0A2P8AWW5	PF01565,PF04030
A0A2S9XR85	PF00732,PF05199
C5XXS4	PF00732,PF05199
A0A2H1J8I0	PF01565,PF02913
Q3JQM9	PF02754
X8B3K2	PF00732,PF00890,PF05199
A0A178X965	PF00732,PF05199
B7PIA0	PF01070
C5BLP5	PF01070
A0A1I9ZBZ6	PF00732,PF05199
A0A1V4IN81	PF01266,PF04324
A0A022PU07	PF00732,PF05199
B9DV89	PF01266,PF16901
A5LGE4	PF00732
A0A1L9X831	PF00732,PF05199
W7IW51	PF01565,PF04030
B8L0T8	PF01565,PF02913
B9XBS0	PF01266,PF16901
A0A022QNF0	PF00732,PF05199
D7B060	PF01565,PF04030
A0A1H8SII8	PF01565,PF04030
A0A2H1KWM6	PF00732,PF05199
I7IZ16	PF01070
E4WKM2	PF00732,PF05199
G2ZPP4	PF05199
A0A1E7RZI3	PF01266,PF04324
A0A2T0BGU4	PF01266,PF04324
A0A1L3RIS1	PF01565,PF02913
F9UTP6	PF01565,PF02913
A0A1V5YWB7	PF01266
A0A1V5UJE5	PF01266,PF04324
A0A0H5NJN0	PF00732,PF05199
C7RIE7	PF01266
P93260	PF01070
A0A1W6P1B6	PF01070
C0QCR3	PF01565,PF02913
A0A059AX65	PF00732,PF05199
A0A0M9VRC0	PF00732,PF05199
M5FLZ5	PF01565,PF04030
H5VAZ0	PF01266
A0A0D6I3R9	PF01266,PF04324
D8IRW0	PF02754,PF12838
A0A0M2GXT7	PF00732,PF05199,PF13618
W6IL53	PF01565
A0A1V4W2Z2	PF01266
A0A143PMK8	PF00732,PF05199
G8S8W4	PF00732,PF05199
A0A1Z5T6Q1	PF00732,PF05199
G4L8V6	PF01266,PF16901
A0A1K0J1E4	PF01565,PF02913
A0A1V5PIQ6	PF01266
A0A0D9VIH1	PF00732,PF05199
M7SWY6	PF00732,PF05199
A0A1R4HXS9	PF01266
A0A367JQQ8	PF00732,PF05199
A0A1D1YEM1	PF00732,PF05199
A0A2P6PBF8	PF00732,PF05199
I0HKK5	PF02754,PF12838
M5BN50	PF05199
A0A0L6Z6D8	PF01266,PF04324
A0A0H5P6T6	PF01565,PF04030
M7N7G9	PF01565,PF02754,PF02913,PF13183
Q3IZ31	PF01565,PF02913
A0A136KSQ1	PF02913
A0A075UVN3	PF00890,PF05199
A0A1V1SW42	PF00732,PF05199
A0A0T9GPF7	PF01266,PF16901
A0A1V2MV29	PF00732,PF05199
A0A2S6TZ65	PF01266
A0A0W0X126	PF01266
Q5P8S5	PF01565,PF02913
I2BC73	PF01266
A0A022S2E6	PF00732,PF05199
A0A2N5TPH3	PF00732,PF05199
Q9NYQ3	PF01070
A0A0N0MLM2	PF01070
L0NAR1	PF02754,PF12838
A0A1V6EEL1	PF01266,PF04324
A0A084FXN6	PF01565,PF02913
Q2T0X3	PF01565,PF09129
A0A166TBE4	PF01266,PF04324
A0A1B2H5R9	PF00732,PF05199
A0A0W0T515	PF01070
S0FYJ5	PF01565,PF02913
A0A081G1I2	PF01266
A8M5S7	PF05199
A0A2P4UEE0	PF00732,PF05199
A0A1Y0XVA5	PF01565,PF02913
A0A0H2M0K0	PF01266
A0A240B5B1	PF00732,PF05199
A0A2H1L1B1	PF01565,PF02913
D4XSI6	PF01565,PF04030
Q833L7	PF01266,PF16901
F6CI10	PF01070
Q5WFZ3	PF01565
E6QL82	PF01266,PF16901
A0A2P9IP81	
A0A2U1KL83	PF00732,PF05199
A0A011MFG6	PF01266
A0A2X2BEZ7	PF01266
Q82WJ9	PF01565,PF02913
A0A1J5QNW3	PF01266,PF05199
P0CS93	PF00754,PF01344,PF09118
C0QJA3	PF01565,PF02913
G3XZX6	PF00732,PF05199
A0A2X0SWG9	PF01266
Q98DF1	PF01070
Q10CE4	PF01070
A0A173RFS6	PF01266,PF04324
A0A1S6IQC1	PF01266,PF16901
A0A1Y2F427	PF00732,PF05199
A0A1M4EL05	PF01565,PF04030
H0TJ90	PF01565
B2IJV3	PF09118
A0A2G9GUU3	PF07250,PF09118
Q9VY01	PF00732,PF05199
Q8EEB0	PF00465
H8I743	PF01565,PF02913
A0A0N1NV05	PF05199
A0A1X6ZYE4	PF01266
A0A163L088	PF00732,PF05199
A0A2X2AAS8	PF01266,PF04324
A0A1V5LN00	PF05199
A0A1C3JTM6	PF01266
C4WH31	PF08543
G4HQU0	PF01070
A0A1J3HPS5	PF00732,PF05199
A0A0H5BPQ4	PF01266
D7BEW6	PF07250,PF09118
C2E451	PF01070
A0A074WZ43	PF00732,PF05199
D8LDI6	PF01070
A0A143PJ10	PF01565,PF04030
A0A2I0AZ14	PF00732,PF05199
B6BCS0	PF01565
Q75ZP8	PF05199
I2C8Q6	PF02754,PF13183
A0A2H1KVT1	PF00732,PF05199
Q8XW08	PF01565,PF02913
A0A2X2BD62	PF01266
A0A0P0M9L6	PF01266
W9J151	PF00732,PF05199
A0A1S3BAQ9	PF00732,PF05199
A0A2H1FZ94	PF00732,PF05199
S7WYS2	PF00732,PF05199
A0A1R4JAC8	
A0A0U0ZUN7	PF01565
G3B9Z1	PF00732,PF05199
Q752Y3	PF01565,PF04030
A0A061AT94	PF00732,PF05199
A0A0F4Z0X7	PF01565,PF04030
M5BNG8	PF00732,PF05199
A6Q1U6	PF01565,PF02913
A0A175YQ56	PF00732,PF05199
Q6UG02	PF00732,PF05199
A0A084GBF2	PF00732,PF05199
A0A1B7KJW3	PF01266
M5CF32	PF05199
I4BKM6	PF00732,PF05199
A0A3A3A3Q9	PF00732,PF05199
A2R0W2	PF00732,PF05199
A0A0H5NRK7	PF05199
A0A1L0G6S2	PF00732,PF05199
A0A2X4KHK6	PF01565,PF04030
A0A2X2P863	PF09118
W6JV44	PF00732,PF05199
A0A2N9N869	PF01266
A0A0C9LV98	PF00732,PF05199
A0A366NZ11	PF00732,PF05199
A0A0D8I3J1	PF01266
B8H6F9	CL4148,PF00732,PF05199
N1M667	PF01168
B6B2K8	PF01565
Q2JG59	PF01565,PF04030
A0A2H6A574	PF01266
B8MMC0	PF00173,PF01070
A0A140KZF1	PF01266,PF04324
A0A0B2WNR3	PF00732,PF05199
A0A0B7K8V5	PF00732,PF05199
A0A2P5AE16	PF00732,PF05199
A0A139NHS8	PF16901
A0A1Z4EE51	PF01266,PF05199
D3CSW4	PF05199
F9DUM2	PF02754,PF13183
D2Y4N5	PF00732,PF05199
A0A163LU08	PF00732,PF05199
Q6MPV4	PF00732,PF05199
A0A0C4YFD9	PF00732,PF05199
X7YFF3	PF01070
W6EJB2	PF01565,PF02913
A0A2N9FRE8	PF00732,PF05199
A0A2P1M9I7	PF01070
A0A098G587	PF01070
A0A2H5ZZ58	PF01266
A0A1C6B461	PF01266,PF04324
A0A0F7Y5G1	PF01266
A0A0N1FN71	PF05199
A0A1D2I9N5	PF01266
E9SX65	PF01565,PF09129
Q5S059	PF00732,PF05199
A0A2K8PFF8	PF01266
A0A3B5XY85	PF00732,PF05199
A0A011QNI4	PF00732,PF05199
F8MKD1	PF00732,PF05199
H8X643	PF00732,PF05199
A0A1B7YP81	PF00732,PF05199
D5RHM8	PF01565,PF02913
A0A0B2RAX8	PF01565,PF04030,PF13966
A0A0P0RKF9	PF00732,PF05199,PF12697
B0XXH6	PF01070
A0A0D2IX31	PF00732,PF05199
D4YN11	PF02754
A0A1C6CWX7	PF01266,PF04324
A0A2P9I2S9	PF05199
A0A2X0PMC2	PF00732,PF05199
A0A2X4ZCB5	PF01266
D8QJE7	PF00732,PF05199
B9WMY6	PF01565,PF04030
A0A143Q362	PF05199
A0A1V5M856	PF01266,PF04324
A0A2X1VHG2	PF01266
N1PXR0	PF00732,PF05199
B8MKR3	PF00173,PF01070
Q13UN0	PF01565,PF09129
A0A2Y8ZG02	PF01565,PF02913
A0A009R9Y9	PF00732,PF05199
A0A0M8KQU4	
A0A2P9FB27	PF05001,PF05199
A0A088QY11	PF00732,PF05199
A0A0L0NLM3	PF00732,PF05199
A0A218PVF7	PF02754,PF12838
S2DJ52	PF01266
Q9L0H6	PF00890,PF05199
A0A2P8B2C1	PF01565
A0A221W1Y7	PF00732,PF05199
A0A2X3AZX8	PF01266,PF04324
A9IQN3	PF01565,PF02913
A0A2S6QEV9	PF00732,PF05199
I7H604	PF01565,PF02913
A0A0P8BJR7	PF01565,PF02913
A0A137SJX1	PF00732,PF05199
G0UG28	PF01070
A0A2X4WSS9	PF01266
A0A022RAV4	PF00732,PF05199
A0A2X4RVR0	PF01266,PF04324
A0A0J6VVN5	PF00732,PF05199
A0A0T9LA96	PF00890,PF05199
Q9UVU2	PF00732,PF05199
G1XJI9	PF00732,PF05199
A0A024GZ97	PF00754,PF09118
A0A0U0IPM5	PF01565,PF04030
K0K2W3	PF00732,PF05199
A0A1K2IAT1	PF01266,PF16901
C9YDG8	PF00732,PF05199
Q7NQA5	PF01565,PF02754,PF02913,PF11880,PF12447,PF13183
G8S0H5	PF01565,PF04030
W1FWD4	
Q84LB8	PF01070
Q2YIX9	PF01565
A0A1L9P5Q6	PF00732,PF05199
A0A1A8T2Y7	PF05199
L9PP95	PF01565,PF02913
Q53U15	PF00732,PF05199
A0A1V2RBQ6	PF01266,PF04324
A0A317Y4L7	PF00732,PF05199
A0A127N143	PF01266
A0A173SJS6	PF01266,PF04324
A0A087RXW1	PF01565,PF02913
J7LQA3	PF00732,PF05199
A0A1Y2EDR6	PF00732,PF05199
Q6L072	PF01565,PF02913
A0A177DGN5	PF00732,PF05199
A0A1V6BHK0	PF01266
A0A1Y0WXH0	PF01565,PF02913
A0A1X2H852	PF00732,PF05199
A0A1E7S2T3	PF01266,PF04324
I0L4Y9	PF01070
A0A068N5J4	PF01266
A0A2Z6NLZ0	PF00732,PF05199
A0A2H1E687	PF01565,PF04030
A0A075KIL9	PF01070
Q9P8D8	PF00732,PF05199
M5CB66	PF00732,PF05199
A0A0J0AHN9	PF00732,PF05199
Q5YRJ2	PF00732,PF05199
M4UHN0	PF00732,PF05199,PF85364
A6QC61	PF01565,PF02913
B1VGH1	PF00732,PF05199
A0A2G9H4Y4	PF00732,PF05199
A0A151QTP6	PF00732,PF05199
G6FBF9	PF02754
F4CUY7	PF01070
A0A0K2YN42	PF00732,PF05199
E6N7D7	PF01565,PF02913
A0A1V8T2Y0	PF00732,PF05199
H1WCY2	PF01565
A0A160VAV7	PF01070
A0A1R3JK70	PF00732,PF05199
A7GLB1	PF01565,PF04030
Q16CG7	PF01565
A0A1V5KPV7	PF01266,PF04324
A0A397V1M6	PF00732,PF05199
A0A157LG89	PF01266
Q96Y72	PF02754,PF13183
W7A0I8	PF00732,PF05199
A0A1C5NZW2	PF01266,PF04324
A0A1E7S220	PF01266,PF04324
B7P3F0	PF01070
A0A173SVT5	PF01266,PF04324
D3D2S2	PF05199
C6WCI3	PF01565,PF04030
D4N087	PF01565,PF02913
A0A1W1CGF5	PF01565,PF02913
J7LVS7	PF00732,PF05199
D8R6Z5	PF00732,PF05199
A0A2S6S414	PF01266
A0A2T6ZQS5	PF00732,PF05199
A0A0S3PTR9	PF01266
A0A2P2CGC1	PF00732,PF05199
A0A0F0CCR9	PF01266,PF04324
A0A1V6FDQ6	PF01266,PF04324
A0A0U0R465	PF05199
A0A1Q8LP38	PF01266
G2X6J8	PF00732,PF05199
B9SVF9	PF01565,PF04030
I4EYC0	PF01565,PF02913
A5LGD9	PF00732,PF05199
C0QK91	PF01565,PF02913
A0A0U5ERG0	PF01266
A0A2S6UBM7	PF01266
A0A0D3DGM3	PF00732,PF05199
A0A1S7QSK4	PF01565
S7SZ03	PF01565,PF02913
