uid	taxid	organism	superkingdom	ph	temperature	pfam	lineage_identifiers	lineage_ranks	lineage_names
B0XXH6	451804	Aspergillus fumigatus	Eukaryota	5.6	26.0	NA	1, 131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 746128, 451804	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, no rank, subphylum, no rank, class, subclass, order, family, genus, species, no rank	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Aspergillaceae, Aspergillus, Aspergillus fumigatus, Aspergillus fumigatus A1163
O82077	4097	Nicotiana tabacum	Eukaryota	NA	NA	NA	1, 131567, 2759, 33090, 35493, 131221, 3193, 58023, 78536, 58024, 3398, 1437183, 71240, 91827, 1437201, 71274, 91888, 4069, 4070, 424554, 424562, 4085, 4097	root, no rank, superkingdom, kingdom, phylum, subphylum, no rank, no rank, no rank, no rank, no rank, no rank, no rank, no rank, no rank, subclass, no rank, order, family, subfamily, tribe, genus, species	root, cellular organisms, Eukaryota, Viridiplantae, Streptophyta, Streptophytina, Embryophyta, Tracheophyta, Euphyllophyta, Spermatophyta, Magnoliophyta, Mesangiospermae, eudicotyledons, Gunneridae, Pentapetalae, asterids, lamiids, Solanales, Solanaceae, Nicotianoideae, Nicotianeae, Nicotiana, Nicotiana tabacum
A6Q1U6	387092	Nitratiruptor sp.	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 68525, 29547, 34035, 269258, 387092	root, no rank, superkingdom, phylum, subphylum, class, no rank, genus, species	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Epsilonproteobacteria, unclassified Epsilonproteobacteria, Nitratiruptor, Nitratiruptor sp. SB155-2
A0A063Y722	267850	Nitrincola lacisaponensis	Bacteria	9.0	37.0	PF01266	1, 131567, 2, 1224, 1236, 135619, 135620, 267849, 267850	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Oceanospirillaceae, Nitrincola, Nitrincola lacisaponensis
Q3SUS3	323098	Nitrobacter winogradskyi	Bacteria	7.4	27.0	NA	1, 131567, 2, 1224, 28211, 356, 41294, 911, 913, 323098	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Nitrobacter, Nitrobacter winogradskyi, Nitrobacter winogradskyi Nb-255
Q82WJ9	228410	Nitrosomonas europaea	Bacteria	NA	28.0	NA	1, 131567, 2, 1224, 28216, 32003, 206379, 914, 915, 228410	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales, Nitrosomonadaceae, Nitrosomonas, Nitrosomonas europaea, Nitrosomonas europaea ATCC 19718
Q82WK0	228410	Nitrosomonas europaea	Bacteria	NA	28.0	NA	1, 131567, 2, 1224, 28216, 32003, 206379, 914, 915, 228410	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales, Nitrosomonadaceae, Nitrosomonas, Nitrosomonas europaea, Nitrosomonas europaea ATCC 19718
Q82T12	228410	Nitrosomonas europaea	Bacteria	NA	28.0	NA	1, 131567, 2, 1224, 28216, 32003, 206379, 914, 915, 228410	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales, Nitrosomonadaceae, Nitrosomonas, Nitrosomonas europaea, Nitrosomonas europaea ATCC 19718
Q82WE3	228410	Nitrosomonas europaea	Bacteria	NA	28.0	NA	1, 131567, 2, 1224, 28216, 32003, 206379, 914, 915, 228410	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales, Nitrosomonadaceae, Nitrosomonas, Nitrosomonas europaea, Nitrosomonas europaea ATCC 19718
A0A109CTG5	1748249	Nitrospirae bacterium	Bacteria	NA	NA	PF01266	1, 131567, 2, 40117, 1298915, 1748249	root, no rank, superkingdom, phylum, no rank, species	root, cellular organisms, Bacteria, Nitrospirae, unclassified Nitrospirae, Nitrospirae bacterium HCH-1
A0A231GW67	85688	Nocardia cerradoensis	Bacteria	7.25	29.0	PF01266	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1817, 85688	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Nocardia, Nocardia cerradoensis
A0A0H5P0S5	37329	Nocardia farcinica	Bacteria	7.24	32.0	PF01266	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1817, 37329	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Nocardia, Nocardia farcinica
A0A1I9Z5Z3	37332	Nocardia seriolae	Bacteria	7.2	29.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1817, 37332	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Nocardia, Nocardia seriolae
A0A1I9ZHD8	37332	Nocardia seriolae	Bacteria	7.2	29.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1817, 37332	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Nocardia, Nocardia seriolae
A1SDE0	196162	Nocardioides sp.	Bacteria	7.45	28.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85009, 85015, 1839, 196162	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Propionibacteriales, Nocardioidaceae, Nocardioides, Nocardioides sp. JS614
A0A1R3UNU7	1434837	Nocardiopsis sp.	Bacteria	7.25	29.0	PF01266	1, 131567, 2, 1783272, 201174, 1760, 85012, 83676, 2013, 1434837	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptosporangiales, Nocardiopsaceae, Nocardiopsis, Nocardiopsis sp. JB363
Q7WZ90	93944	Nonomuraea gerenzanensis	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 201174, 1760, 85012, 2004, 83681, 93944	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptosporangiales, Streptosporangiaceae, Nonomuraea, Nonomuraea gerenzanensis
A0A1M4ERA4	93944	Nonomuraea gerenzanensis	Bacteria	NA	NA	PF01266	1, 131567, 2, 1783272, 201174, 1760, 85012, 2004, 83681, 93944	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptosporangiales, Streptosporangiaceae, Nonomuraea, Nonomuraea gerenzanensis
B2J901	63737	Nostoc punctiforme	Bacteria	NA	20.0	NA	1, 131567, 2, 1783272, 1798711, 1117, 1161, 1162, 1177, 272131, 63737	root, no rank, superkingdom, no rank, no rank, phylum, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Nostocales, Nostocaceae, Nostoc, Nostoc punctiforme, Nostoc punctiforme PCC 73102
K9QIX1	317936	Nostoc sp.	Bacteria	NA	23.0	NA	1, 131567, 2, 1783272, 1798711, 1117, 1161, 1162, 1177, 317936	root, no rank, superkingdom, no rank, no rank, phylum, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Nostocales, Nostocaceae, Nostoc, Nostoc sp. PCC 7107
A0A2R5FH61	1825523	Novimethylophilus kurashikiensis	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 28216, 32003, 32011, 2137425, 1825523	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales, Methylophilaceae, Novimethylophilus, Novimethylophilus kurashikiensis
A0A1B7KJW3	1354268	Obesumbacterium proteus	Bacteria	7.0	30.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 1903412, 82982, 82983, 1354268	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Hafniaceae, Obesumbacterium, Obesumbacterium proteus, Obesumbacterium proteus ATCC 12841
A0A1Y5TC79	745714	Oceanibacterium hippocampi	Bacteria	7.6	20.0	PF01266	1, 131567, 2, 1224, 28211, 510684, 510685, 1314700, 745714	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Sneathiellales, Sneathiellaceae, Oceanibacterium, Oceanibacterium hippocampi
A0A2P9HBE8	419474	Ochrobactrum haematophilum	Bacteria	7.3	30.0	PF01266	1, 131567, 2, 1224, 28211, 356, 118882, 528, 419474	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Ochrobactrum, Ochrobactrum haematophilum
A0A2X1VHG2	90245	Oligella urethralis	Bacteria	NA	33.0	PF01266	1, 131567, 2, 1224, 28216, 80840, 506, 90243, 90245	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Oligella, Oligella urethralis
C2KX57	585501	Oribacterium sinus	Bacteria	6.95	37.0	NA	1, 131567, 2, 1783272, 1239, 186801, 186802, 186803, 265975, 237576, 585501	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Oribacterium, Oribacterium sinus, Oribacterium sinus F0268
Q8H3I4	39947	Oryza sativa	Eukaryota	NA	NA	NA	1, 131567, 2759, 33090, 35493, 131221, 3193, 58023, 78536, 58024, 3398, 1437183, 4447, 1437197, 4734, 38820, 4479, 359160, 147367, 147380, 1648021, 4527, 4530, 39947	root, no rank, superkingdom, kingdom, phylum, subphylum, no rank, no rank, no rank, no rank, no rank, no rank, class, subclass, no rank, order, family, no rank, subfamily, tribe, subtribe, genus, species, no rank	root, cellular organisms, Eukaryota, Viridiplantae, Streptophyta, Streptophytina, Embryophyta, Tracheophyta, Euphyllophyta, Spermatophyta, Magnoliophyta, Mesangiospermae, Liliopsida, Petrosaviidae, commelinids, Poales, Poaceae, BOP clade, Oryzoideae, Oryzeae, Oryzinae, Oryza, Oryza sativa, Oryza sativa Japonica Group
B8B7C5	39946	Oryza sativa	Eukaryota	NA	NA	NA	1, 131567, 2759, 33090, 35493, 131221, 3193, 58023, 78536, 58024, 3398, 1437183, 4447, 1437197, 4734, 38820, 4479, 359160, 147367, 147380, 1648021, 4527, 4530, 39946	root, no rank, superkingdom, kingdom, phylum, subphylum, no rank, no rank, no rank, no rank, no rank, no rank, class, subclass, no rank, order, family, no rank, subfamily, tribe, subtribe, genus, species, no rank	root, cellular organisms, Eukaryota, Viridiplantae, Streptophyta, Streptophytina, Embryophyta, Tracheophyta, Euphyllophyta, Spermatophyta, Magnoliophyta, Mesangiospermae, Liliopsida, Petrosaviidae, commelinids, Poales, Poaceae, BOP clade, Oryzoideae, Oryzeae, Oryzinae, Oryza, Oryza sativa, Oryza sativa Indica Group
Q6YT73	39947	Oryza sativa	Eukaryota	NA	NA	NA	1, 131567, 2759, 33090, 35493, 131221, 3193, 58023, 78536, 58024, 3398, 1437183, 4447, 1437197, 4734, 38820, 4479, 359160, 147367, 147380, 1648021, 4527, 4530, 39947	root, no rank, superkingdom, kingdom, phylum, subphylum, no rank, no rank, no rank, no rank, no rank, no rank, class, subclass, no rank, order, family, no rank, subfamily, tribe, subtribe, genus, species, no rank	root, cellular organisms, Eukaryota, Viridiplantae, Streptophyta, Streptophytina, Embryophyta, Tracheophyta, Euphyllophyta, Spermatophyta, Magnoliophyta, Mesangiospermae, Liliopsida, Petrosaviidae, commelinids, Poales, Poaceae, BOP clade, Oryzoideae, Oryzeae, Oryzinae, Oryza, Oryza sativa, Oryza sativa Japonica Group
Q01KC2	39946	Oryza sativa	Eukaryota	NA	NA	NA	1, 131567, 2759, 33090, 35493, 131221, 3193, 58023, 78536, 58024, 3398, 1437183, 4447, 1437197, 4734, 38820, 4479, 359160, 147367, 147380, 1648021, 4527, 4530, 39946	root, no rank, superkingdom, kingdom, phylum, subphylum, no rank, no rank, no rank, no rank, no rank, no rank, class, subclass, no rank, order, family, no rank, subfamily, tribe, subtribe, genus, species, no rank	root, cellular organisms, Eukaryota, Viridiplantae, Streptophyta, Streptophytina, Embryophyta, Tracheophyta, Euphyllophyta, Spermatophyta, Magnoliophyta, Mesangiospermae, Liliopsida, Petrosaviidae, commelinids, Poales, Poaceae, BOP clade, Oryzoideae, Oryzeae, Oryzinae, Oryza, Oryza sativa, Oryza sativa Indica Group
Q7XPR4	39947	Oryza sativa	Eukaryota	NA	NA	NA	1, 131567, 2759, 33090, 35493, 131221, 3193, 58023, 78536, 58024, 3398, 1437183, 4447, 1437197, 4734, 38820, 4479, 359160, 147367, 147380, 1648021, 4527, 4530, 39947	root, no rank, superkingdom, kingdom, phylum, subphylum, no rank, no rank, no rank, no rank, no rank, no rank, class, subclass, no rank, order, family, no rank, subfamily, tribe, subtribe, genus, species, no rank	root, cellular organisms, Eukaryota, Viridiplantae, Streptophyta, Streptophytina, Embryophyta, Tracheophyta, Euphyllophyta, Spermatophyta, Magnoliophyta, Mesangiospermae, Liliopsida, Petrosaviidae, commelinids, Poales, Poaceae, BOP clade, Oryzoideae, Oryzeae, Oryzinae, Oryza, Oryza sativa, Oryza sativa Japonica Group
B8AKX6	39946	Oryza sativa	Eukaryota	NA	NA	NA	1, 131567, 2759, 33090, 35493, 131221, 3193, 58023, 78536, 58024, 3398, 1437183, 4447, 1437197, 4734, 38820, 4479, 359160, 147367, 147380, 1648021, 4527, 4530, 39946	root, no rank, superkingdom, kingdom, phylum, subphylum, no rank, no rank, no rank, no rank, no rank, no rank, class, subclass, no rank, order, family, no rank, subfamily, tribe, subtribe, genus, species, no rank	root, cellular organisms, Eukaryota, Viridiplantae, Streptophyta, Streptophytina, Embryophyta, Tracheophyta, Euphyllophyta, Spermatophyta, Magnoliophyta, Mesangiospermae, Liliopsida, Petrosaviidae, commelinids, Poales, Poaceae, BOP clade, Oryzoideae, Oryzeae, Oryzinae, Oryza, Oryza sativa, Oryza sativa Indica Group
Q10CE4	39947	Oryza sativa	Eukaryota	NA	NA	NA	1, 131567, 2759, 33090, 35493, 131221, 3193, 58023, 78536, 58024, 3398, 1437183, 4447, 1437197, 4734, 38820, 4479, 359160, 147367, 147380, 1648021, 4527, 4530, 39947	root, no rank, superkingdom, kingdom, phylum, subphylum, no rank, no rank, no rank, no rank, no rank, no rank, class, subclass, no rank, order, family, no rank, subfamily, tribe, subtribe, genus, species, no rank	root, cellular organisms, Eukaryota, Viridiplantae, Streptophyta, Streptophytina, Embryophyta, Tracheophyta, Euphyllophyta, Spermatophyta, Magnoliophyta, Mesangiospermae, Liliopsida, Petrosaviidae, commelinids, Poales, Poaceae, BOP clade, Oryzoideae, Oryzeae, Oryzinae, Oryza, Oryza sativa, Oryza sativa Japonica Group
B8AUI3	39946	Oryza sativa	Eukaryota	NA	NA	NA	1, 131567, 2759, 33090, 35493, 131221, 3193, 58023, 78536, 58024, 3398, 1437183, 4447, 1437197, 4734, 38820, 4479, 359160, 147367, 147380, 1648021, 4527, 4530, 39946	root, no rank, superkingdom, kingdom, phylum, subphylum, no rank, no rank, no rank, no rank, no rank, no rank, class, subclass, no rank, order, family, no rank, subfamily, tribe, subtribe, genus, species, no rank	root, cellular organisms, Eukaryota, Viridiplantae, Streptophyta, Streptophytina, Embryophyta, Tracheophyta, Euphyllophyta, Spermatophyta, Magnoliophyta, Mesangiospermae, Liliopsida, Petrosaviidae, commelinids, Poales, Poaceae, BOP clade, Oryzoideae, Oryzeae, Oryzinae, Oryza, Oryza sativa, Oryza sativa Indica Group
Q7FAS1	39947	Oryza sativa	Eukaryota	NA	NA	NA	1, 131567, 2759, 33090, 35493, 131221, 3193, 58023, 78536, 58024, 3398, 1437183, 4447, 1437197, 4734, 38820, 4479, 359160, 147367, 147380, 1648021, 4527, 4530, 39947	root, no rank, superkingdom, kingdom, phylum, subphylum, no rank, no rank, no rank, no rank, no rank, no rank, class, subclass, no rank, order, family, no rank, subfamily, tribe, subtribe, genus, species, no rank	root, cellular organisms, Eukaryota, Viridiplantae, Streptophyta, Streptophytina, Embryophyta, Tracheophyta, Euphyllophyta, Spermatophyta, Magnoliophyta, Mesangiospermae, Liliopsida, Petrosaviidae, commelinids, Poales, Poaceae, BOP clade, Oryzoideae, Oryzeae, Oryzinae, Oryza, Oryza sativa, Oryza sativa Japonica Group
A0A2W0CE60	59845	Paenibacillus illinoisensis	Bacteria	7.0	30.0	PF02754	1, 131567, 2, 1783272, 1239, 91061, 1385, 186822, 44249, 59845	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus, Paenibacillus illinoisensis
A0A2W0C1R2	59845	Paenibacillus illinoisensis	Bacteria	7.0	30.0	NA	1, 131567, 2, 1783272, 1239, 91061, 1385, 186822, 44249, 59845	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus, Paenibacillus illinoisensis
A0A0C7QQ06	1505	Paeniclostridium sordellii	Bacteria	NA	NA	PF01266, PF04324	1, 131567, 2, 1783272, 1239, 186801, 186802, 186804, 1849828, 1505	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Peptostreptococcaceae, Paeniclostridium, Paeniclostridium sordellii
M7MTF7	1276920	Paeniglutamicibacter gangotriensis	Bacteria	NA	22.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85006, 1268, 1742990, 254787, 1276920	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Micrococcales, Micrococcaceae, Paeniglutamicibacter, Paeniglutamicibacter gangotriensis, Paeniglutamicibacter gangotriensis Lz1y
A0A1U7CQ63	1387353	Paludisphaera borealis	Bacteria	NA	28.0	PF01266	1, 131567, 2, 1783257, 203682, 203683, 112, 1763524, 1763521, 1387353	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, PVC group, Planctomycetes, Planctomycetia, Planctomycetales, Isosphaeraceae, Paludisphaera, Paludisphaera borealis
A0A0G4JIC2	93218	Pandoraea apista	Bacteria	7.3	37.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 93217, 93218	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Pandoraea, Pandoraea apista
A0A239SNS1	93222	Pandoraea sputorum	Bacteria	7.3	35.0	PF01266	1, 131567, 2, 1224, 28216, 80840, 119060, 93217, 93222	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Pandoraea, Pandoraea sputorum
A0A0P0R820	1323664	Paraburkholderia caribensis	Bacteria	NA	29.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 1822464, 75105, 1323664	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia caribensis, Paraburkholderia caribensis MBA4
A0A0P0RIU5	1323664	Paraburkholderia caribensis	Bacteria	NA	29.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 1822464, 75105, 1323664	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia caribensis, Paraburkholderia caribensis MBA4
A0A0P0RP68	1323664	Paraburkholderia caribensis	Bacteria	NA	29.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 1822464, 75105, 1323664	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia caribensis, Paraburkholderia caribensis MBA4
E5AM76	882378	Paraburkholderia rhizoxinica	Bacteria	NA	29.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 1822464, 412963, 882378	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia rhizoxinica, Paraburkholderia rhizoxinica HKI 454
E5AM75	882378	Paraburkholderia rhizoxinica	Bacteria	NA	29.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 1822464, 412963, 882378	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia rhizoxinica, Paraburkholderia rhizoxinica HKI 454
E5AM74	882378	Paraburkholderia rhizoxinica	Bacteria	NA	29.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 1822464, 412963, 882378	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia rhizoxinica, Paraburkholderia rhizoxinica HKI 454
Q145G9	266265	Paraburkholderia xenovorans	Bacteria	NA	30.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 1822464, 36873, 266265	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia xenovorans, Paraburkholderia xenovorans LB400
Q145G8	266265	Paraburkholderia xenovorans	Bacteria	NA	30.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 1822464, 36873, 266265	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia xenovorans, Paraburkholderia xenovorans LB400
Q13YT9	266265	Paraburkholderia xenovorans	Bacteria	NA	30.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 1822464, 36873, 266265	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia xenovorans, Paraburkholderia xenovorans LB400
Q145H0	266265	Paraburkholderia xenovorans	Bacteria	NA	30.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 1822464, 36873, 266265	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia, Paraburkholderia xenovorans, Paraburkholderia xenovorans LB400
S5YW07	1367847	Paracoccus aminophilus	Bacteria	7.0	30.0	NA	1, 131567, 2, 1224, 28211, 204455, 31989, 265, 34003, 1367847	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus, Paracoccus aminophilus, Paracoccus aminophilus JCM 7686
A1BC61	318586	Paracoccus denitrificans	Bacteria	6.96	30.0	NA	1, 131567, 2, 1224, 28211, 204455, 31989, 265, 266, 318586	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus, Paracoccus denitrificans, Paracoccus denitrificans PD1222
A0A150N3S1	153151	Parageobacillus toebii	Bacteria	NA	NA	PF01266	1, 131567, 2, 1783272, 1239, 91061, 1385, 186817, 1906945, 153151	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Parageobacillus, Parageobacillus toebii
K6XRR8	1125747	Paraglaciecola agarilytica	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 1236, 135622, 72275, 1621534, 395568, 1125747	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Paraglaciecola, Paraglaciecola agarilytica, Paraglaciecola agarilytica NO2
H0E0N2	1097667	Patulibacter medicamentivorans	Bacteria	7.2	28.0	PF01266	1, 131567, 2, 1783272, 201174, 1497346, 588673, 361606, 361607, 1097667	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Thermoleophilia, Solirubrobacterales, Patulibacteraceae, Patulibacter, Patulibacter medicamentivorans
E0VFS2	121224	Pediculus humanus	Eukaryota	NA	NA	NA	1, 131567, 2759, 33154, 33208, 6072, 33213, 33317, 1206794, 88770, 6656, 197563, 197562, 6960, 50557, 85512, 7496, 33340, 33342, 1930602, 85819, 30005, 121221, 121222, 121225, 121224	root, no rank, superkingdom, no rank, kingdom, no rank, no rank, no rank, no rank, no rank, phylum, no rank, no rank, subphylum, class, no rank, subclass, infraclass, cohort, superorder, order, suborder, family, genus, species, subspecies	root, cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Paraneoptera, Psocodea, Phthiraptera, Anoplura, Pediculidae, Pediculus, Pediculus humanus, Pediculus humanus corporis
A0A1P8USU1	1250539	Pelagibaca abyssi	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 28211, 204455, 31989, 360528, 1250539	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Pelagibaca, Pelagibaca abyssi
Q4FNZ1	335992	Candidatus pelagibacter	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 28211, 54526, 1655514, 198251, 198252, 335992	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Pelagibacterales, Pelagibacteraceae, Candidatus Pelagibacter, Candidatus Pelagibacter ubique, Candidatus Pelagibacter ubique HTCC1062
