uid	taxid	organism	superkingdom	ph	temperature	ec	synthesized	substrate_available	total_soluble	total_active	batch	glycolate	lactate	2-hydroxyglutarate	2-hydroxyoctanoate	2-hydroxystearate	mandelate	in_brenda	in_swissprot	pfam	max_database_sim	max_active_sim	max_all_sim
K5U2K2	669.0	Vibrio harveyi	Bacteria	7.48	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.6	52.8	52.8
G6F8W5	1042400.0	Lactobacillus delbrueckii	Bacteria	6.17	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	13.7	12.7	13.7
W6I5R7	364410.0	Granulibacter bethesdensis	Bacteria	NA	36.0	1.1.3.15	Yes	Yes	Yes	No	second	No	No	No	No	No	No	No	No	PF01565	17.7	20.5	20.5
A0A0L4HLC8	NA	NA	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.6	98.1	98.1
W1FWD4	1432557.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No		15.0	9.2	15.0
H6L109	984262.0	Saprospira grandis	Bacteria	7.4	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.3	33.3	33.3
A0A0P0USS3	1303921.0	Endosymbiont of	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.0	27.9	27.9
A0A0W0WNB8	45070.0	Legionella nautarum	Bacteria	6.9	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	33.6	44.6	44.6
I4T3P9	752785.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.8	98.3	98.3
A3P5J0	357348.0	Burkholderia pseudomallei	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF00109,PF00550,PF02801,PF08659,PF16197	9.9	10.4	10.4
E5AM77	882378.0	Paraburkholderia rhizoxinica	Bacteria	NA	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	18.6	41.5	41.5
A0A0E3ML85	47883.0	Pseudomonas synxantha	Bacteria	7.0	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.7	52.0	52.0
W5VYK6	1449976.0	Kutzneria albida	Bacteria	7.2	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.9	45.9	45.9
M7N7G9	1276920.0	Paeniglutamicibacter gangotriensis	Bacteria	NA	22.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02754,PF02913,PF13183	12.2	14.3	14.3
M5FIH9	1297570.0	Mesorhizobium sp.	Bacteria	NA	30.0	1.1.3.15	Yes	Yes	No	NA	second	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.7	28.3	28.3
H8I743	1041930.0	Methanocella conradii	Archaea	7.08	50.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.9	34.5	34.5
G0ES38	1042878.0	Cupriavidus necator	Bacteria	6.89	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.9	61.0	61.0
W6QQV7	1182590.0	Pseudomonas pseudoalcaligenes	Bacteria	7.03	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	42.3	44.1	44.1
I9YBY4	992017.0	Helicobacter pylori	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF02754	14.3	14.0	14.3
D8LSB4	2880.0	Ectocarpus siliculosus	Eukaryota	NA	10.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	45.5	36.8	45.5
A0A0H7PWY0	624.0	Shigella sonnei	Bacteria	7.0	34.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.3	74.9	74.9
S6BUT8	1248727.0	Endosymbiont of	Bacteria	NA	NA	1.1.3.15	Yes	Yes	Yes	No	first	No	No	No	No	No	No	No	No	PF02754	18.1	17.0	18.1
A0A075WBB5	1344584.0	Archaeoglobus fulgidus	Archaea	6.9	81.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.2	30.2	30.2
E3G4Z8	701347.0	[enterobacter] lignolyticus	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.0	90.4	90.4
B1EGB1	502347.0	Escherichia albertii	Bacteria	7.3	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.4	98.1	98.1
S4HT06	NA	NA	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	98.1	98.1
A0A011R8E6	1454004.0	Candidatus accumulibacter	Bacteria	NA	NA	1.1.3.15	Yes	Yes	No	NA	first	NA	NA	NA	NA	NA	NA	No	No	PF01266	19.9	24.0	24.0
A0A0W1ABM0	460.0	Legionella steigerwaltii	Bacteria	6.9	34.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	35.0	40.9	40.9
A0A080M6P8	1453999.0	Candidatus accumulibacter	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.5	74.7	74.7
H7EB43	NA	NA	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	99.8	99.8
C4VMW0	109790.0	Lactobacillus jensenii	Bacteria	6.35	37.0	1.1.3.15	Yes	Yes	Yes	Yes	first	Yes	Yes	No	Yes	Yes	Yes	No	No	PF01070	42.7	100.0	100.0
I9UMF5	992060.0	Helicobacter pylori	Bacteria	NA	37.0	1.1.3.15	Yes	Yes	No	NA	first	NA	NA	NA	NA	NA	NA	No	No	PF02754	14.6	14.3	14.6
B9NTK6	467661.0	Rhodobacteraceae bacterium	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	18.9	20.7	20.7
A5GI75	32051.0	Synechococcus sp.	Bacteria	NA	21.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	18.9	21.0	21.0
E0N9D3	862513.0	Neisseria meningitidis	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02754,PF02913,PF11880,PF12447,PF13183	9.3	11.1	11.1
Q0KBU8	381666.0	Cupriavidus necator	Bacteria	6.89	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.3	36.3	36.3
D2PUB9	479435.0	Kribbella flavida	Bacteria	7.2	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	36.9	34.8	36.9
Q6L2S0	263820.0	Picrophilus torridus	Archaea	1.5	55.0	1.1.3.15	Yes	Yes	No	NA	first	NA	NA	NA	NA	NA	NA	No	No	PF02754,PF13183	16.5	15.9	16.5
V9WB78	1423144.0	Phaeobacter gallaeciensis	Bacteria	7.6	25.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.6	27.4	27.4
Q0BSS5	391165.0	Granulibacter bethesdensis	Bacteria	NA	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	18.2	19.9	19.9
J0C7Q0	992050.0	Helicobacter pylori	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF02754	14.3	14.3	14.3
B7QY07	439497.0	Ruegeria sp.	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	19.1	21.0	21.0
A0A025CWD0	1248823.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.9	98.6	98.6
B7P402	6945.0	Ixodes scapularis	Eukaryota	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	23.3	10.6	23.3
K9TUB7	251229.0	Chroococcidiopsis thermalis	Bacteria	NA	22.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	49.5	42.1	49.5
A0A0F7PF49	1620421.0	Hoeflea sp.	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	42.2	49.1	49.1
A0A021XIZ9	1410620.0	Shinella sp.	Bacteria	7.22	30.0	1.1.3.15	Yes	Yes	Yes	No	second	No	No	No	No	No	No	No	No	PF01266	17.3	50.8	50.8
Q5P1Z3	76114.0	Aromatoleum aromaticum	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	18.7	21.2	21.2
A0A0H2XTD0	331271.0	Burkholderia cenocepacia	Bacteria	7.0	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	36.0	36.2	36.2
G2ZL38	741978.0	Blood disease	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.5	22.0	22.0
Q84LB8	69721.0	Zantedeschia aethiopica	Eukaryota	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	89.6	38.5	89.6
A0A0K2X9C5	1578720.0	Helicobacter ailurogastricus	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.1	31.1	31.1
A0A095S1N0	28450.0	Burkholderia pseudomallei	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266,PF39027	18.3	59.0	59.0
I7IZ16	1423790.0	Lactobacillus pasteurii	Bacteria	6.35	37.0	1.1.3.15	Yes	Yes	Yes	No	first	No	No	No	No	No	No	No	No	PF01070	24.3	23.2	24.3
J7Q9M2	562.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.5	29.3	29.3
A0A0F6RW60	287.0	Pseudomonas aeruginosa	Bacteria	7.16	34.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.2	48.8	48.8
A0A070KFP2	1444150.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.3	97.6	97.6
A0A0M7A909	388408.0	Labrenzia alexandrii	Bacteria	7.6	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.9	51.9	51.9
B7G7W1	556484.0	Phaeodactylum tricornutum	Eukaryota	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	43.6	33.9	43.6
W1WV69	1403943.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.7	99.3	99.3
G5SFM4	913086.0	Salmonella enterica	Bacteria	7.12	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.1	95.2	95.2
F0JSX3	981367.0	Escherichia fergusonii	Bacteria	7.0	34.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.5	98.6	98.6
A0A0D6T4H7	1405.0	Bacillus mycoides	Bacteria	7.16	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.7	54.5	54.5
B9ST73	3988.0	Ricinus communis	Eukaryota	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	47.8	16.2	47.8
B5YHA7	289376.0	Thermodesulfovibrio yellowstonii	Bacteria	7.5	60.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	26.9	26.3	26.9
Q92NB8	266834.0	Sinorhizobium meliloti	Bacteria	7.0	27.0	1.1.3.15	Yes	Yes	Yes	No	second	No	No	No	No	No	No	No	No	PF01070	36.1	57.7	57.7
X2KHV3	143221.0	Salmonella enterica	Bacteria	7.12	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	98.3	98.3
A0A0K1DZV3	1227555.0	Pyrobaculum sp.	Archaea	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	18.4	28.6	28.6
C3MGS3	394.0	Sinorhizobium fredii	Bacteria	7.0	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.8	29.4	29.4
A0A0T5ZJ82	1640508.0	Candidatus dadabacteria	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.7	30.3	30.3
I2C8Q5	1126211.0	Bacillus amyloliquefaciens	Bacteria	7.0	31.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.7	31.7	31.7
Q1PW53	174633.0	Candidatus kuenenia	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.1	32.7	32.7
G4CHB5	1032488.0	Neisseria shayeganii	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.3	26.5	26.5
C2FBH3	525337.0	Lactobacillus paracasei	Bacteria	6.35	33.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	59.5	49.5	59.5
F4G5A4	596154.0	Alicycliphilus denitrificans	Bacteria	7.33	29.0	1.1.3.15	Yes	Yes	Yes	No	first	No	No	No	No	No	No	No	No	PF01070	36.1	43.4	43.4
D8N7C7	859655.0	Ralstonia solanacearum	Bacteria	7.0	29.0	1.1.3.15	Yes	Yes	Yes	No	second	No	No	No	No	No	No	No	No	PF01565,PF02913	17.3	22.7	22.7
B3R6H2	977880.0	Cupriavidus taiwanensis	Bacteria	7.2	31.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.4	27.2	27.2
I7HM50	446.0	Legionella pneumophila	Bacteria	6.9	37.0	1.1.3.15	Yes	Yes	Yes	No	second	No	No	No	No	No	No	No	No	PF01070	31.5	27.9	31.5
A0A0C7QQ06	1505.0	Paeniclostridium sordellii	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266,PF04324	18.3	22.7	22.7
A0A0L6Z980	1121318.0	Clostridium homopropionicum	Bacteria	7.1	36.0	1.1.3.15	Yes	Yes	Yes	No	first	No	No	No	No	No	No	No	No	PF01266,PF04324	16.3	18.7	18.7
M8DGJ7	1198630.0	Thermoanaerobacter thermohydrosulfuricus	Bacteria	7.3	62.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.5	39.7	39.7
I6D4W3	766138.0	Shigella boydii	Bacteria	7.3	35.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No		13.6	17.8	17.8
X8B5I2	1299330.0	Mycobacterium avium	Bacteria	7.0	37.0	1.1.3.15	Yes	Yes	Yes	No	second	No	No	No	No	No	No	No	No	PF01070	23.0	21.4	23.0
A0A0F0CCR9	1609975.0	Clostridium sp.	Bacteria	7.0	35.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266,PF04324	15.6	26.3	26.3
A0A0B0HAB7	2340.0	Solemya velum	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	18.3	31.7	31.7
A0A0M6YRI1	311410.0	Labrenzia alba	Bacteria	7.6	25.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.3	43.6	43.6
Q896M6	212717.0	Clostridium tetani	Bacteria	7.0	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.5	50.3	50.3
B7PA56	6945.0	Ixodes scapularis	Eukaryota	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	26.3	12.5	26.3
B7PHI6	6945.0	Ixodes scapularis	Eukaryota	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	33.9	18.2	33.9
L4J3R4	1182725.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.0	97.9	97.9
A0A0A0HRL1	1288298.0	Roseovarius mucosus	Bacteria	7.6	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.6	27.9	27.9
Q5FIR1	272621.0	Lactobacillus acidophilus	Bacteria	6.35	37.0	1.1.3.15	Yes	Yes	Yes	No	second	No	No	No	No	No	No	No	No	PF01070	23.8	25.8	25.8
J0NQ35	992063.0	Helicobacter pylori	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF02754	14.3	14.3	14.3
A0A0W0SGJ0	28084.0	Legionella cherrii	Bacteria	6.9	37.0	1.1.3.15	Yes	Yes	No	NA	first	NA	NA	NA	NA	NA	NA	No	No	PF01070	35.0	39.9	39.9
A0A0K5Z1P8	562.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.9	99.1	99.1
C2E451	525330.0	Lactobacillus johnsonii	Bacteria	6.35	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	41.1	69.9	69.9
A0A0T9X4Y8	58097.0	Salmonella enterica	Bacteria	7.12	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.8	96.2	96.2
M4KHX7	1284663.0	Lactobacillus plantarum	Bacteria	6.35	35.0	1.1.3.15	Yes	Yes	Yes	No	first	No	No	No	No	No	No	No	No	PF01565,PF02913	17.2	28.8	28.8
A0A069X6T1	1444251.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	98.8	98.8
C5AVF5	272630.0	Methylorubrum extorquens	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.9	27.6	27.6
J0AIG3	992037.0	Helicobacter pylori	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF02754	14.3	14.3	14.3
A0A0P1DE25	1447534.0	Pseudomonas aeruginosa	Bacteria	7.16	34.0	1.1.3.15	Yes	Yes	No	NA	first	NA	NA	NA	NA	NA	NA	No	No	PF01266,PF04324	16.2	24.1	24.1
A0A0P1DHU4	287.0	Pseudomonas aeruginosa	Bacteria	7.16	34.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.4	49.1	49.1
A0A0U5HR89	40324.0	Stenotrophomonas maltophilia	Bacteria	7.27	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.4	33.0	33.0
H0SX50	551936.0	Bradyrhizobium sp.	Bacteria	7.0	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	19.8	23.6	23.6
A0A090SEF3	990271.0	Vibrio variabilis	Bacteria	7.6	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	15.2	17.4	17.4
R5WIX9	NA	NA	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.4	87.9	87.9
A0A090SDX8	990268.0	Vibrio maritimus	Bacteria	7.6	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	15.1	33.6	33.6
E6N7D7	311458.0	Candidatus caldiarchaeum	Archaea	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.4	32.0	32.0
Q16CG8	375451.0	Roseobacter denitrificans	Bacteria	7.55	22.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.2	28.1	28.1
A0A0N1ND03	1592327.0	Actinobacteria bacterium	Bacteria	NA	NA	1.1.3.15	Yes	Yes	No	NA	first	NA	NA	NA	NA	NA	NA	No	No	PF01070	39.3	35.8	39.3
S5MTE2	1197719.0	Salmonella bongori	Bacteria	NA	34.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.8	93.1	93.1
U4QBT5	1226335.0	Lactobacillus helveticus	Bacteria	6.35	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF02913	9.3	6.2	9.3
D8NYS5	859657.0	Ralstonia solanacearum	Bacteria	7.0	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.1	27.5	27.5
Q6L2S1	263820.0	Picrophilus torridus	Archaea	1.5	55.0	1.1.3.15	Yes	Yes	No	NA	second	No	No	No	No	No	No	No	No	PF01565,PF02913	15.7	27.6	27.6
A0A0W0YDP5	28087.0	Legionella sainthelensi	Bacteria	6.9	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	43.8	35.1	43.8
H0RVQ0	115808.0	Bradyrhizobium sp.	Bacteria	7.0	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.0	26.9	26.9
A0A090EQ85	408184.0	Mesorhizobium sp.	Bacteria	NA	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.7	29.3	29.3
Q1R723	364106.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.8	29.5	29.5
L3Q278	1182682.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	99.5	99.5
F4BMG1	208596.0	Carnobacterium sp.	Bacteria	7.05	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.5	39.2	39.2
B6BCS0	439496.0	Rhodobacterales bacterium	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	19.0	21.7	21.7
A0A0S3JEU5	1715259.0	None	None	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.0	90.6	90.6
B7PPE8	6945.0	Ixodes scapularis	Eukaryota	NA	NA	1.1.3.15	Yes	Yes	No	NA	second	NA	NA	NA	NA	NA	NA	No	No	PF01070	26.7	22.2	26.7
D7Z9V6	749531.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	99.5	99.5
Q72LD0	262724.0	Thermus thermophilus	Bacteria	7.18	71.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	18.8	31.4	31.4
A0A0Q4AYV4	1856.0	Frankia torreyi	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	33.8	31.9	33.8
Q31X30	300268.0	Shigella boydii	Bacteria	7.3	35.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.8	93.5	93.5
A0A077QNR4	1379677.0	Xenorhabdus bovienii	Bacteria	7.25	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.9	75.3	75.3
A0A0B5IQH6	54291.0	Raoultella ornithinolytica	Bacteria	7.3	31.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.3	83.4	83.4
G2ZL37	741978.0	Blood disease	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.8	27.5	27.5
A0A0H8S315	624.0	Shigella sonnei	Bacteria	7.0	34.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.9	98.6	98.6
A0A0K2X7M8	1578720.0	Helicobacter ailurogastricus	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No		13.2	10.0	13.2
F5SKH3	997346.0	Desmospora sp.	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.2	33.3	33.3
A0A011MGF2	1454001.0	Candidatus accumulibacter	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.8	69.6	69.6
M2W7F2	130081.0	Galdieria sulphuraria	Eukaryota	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	54.7	34.6	54.7
E5AM75	882378.0	Paraburkholderia rhizoxinica	Bacteria	NA	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	16.5	19.8	19.8
