uid	taxid	organism	superkingdom	ph	temperature	pfam	lineage_identifiers	lineage_ranks	lineage_names
A0A0H5PJP1	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A0N9P2N6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8Z4F9	90370	Salmonella enterica	Bacteria	7.12	36.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 590, 28901, 59201, 90370	root, no rank, superkingdom, phylum, class, order, family, genus, species, subspecies, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Salmonella, Salmonella enterica, Salmonella enterica subsp. enterica, Salmonella enterica subsp. enterica serovar Typhi
A0A0F6B5J1	588858	Salmonella enterica	Bacteria	7.12	36.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 590, 28901, 59201, 90371, 99287, 588858	root, no rank, superkingdom, phylum, class, order, family, genus, species, subspecies, no rank, no rank, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Salmonella, Salmonella enterica, Salmonella enterica subsp. enterica, Salmonella enterica subsp. enterica serovar Typhimurium, Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S
A0A0D6IJB7	NA	NA	NA	NA	NA	NA	NA	NA	NA
E8XK31	909946	Salmonella enterica	Bacteria	7.12	36.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 590, 28901, 59201, 90371, 909946	root, no rank, superkingdom, phylum, class, order, family, genus, species, subspecies, no rank, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Salmonella, Salmonella enterica, Salmonella enterica subsp. enterica, Salmonella enterica subsp. enterica serovar Typhimurium, Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74
A0A0S2WBW9	108619	Salmonella enterica	Bacteria	7.12	36.0	NA	1, 131567, 2, 1224, 1236, 91347, 543, 590, 28901, 59201, 108619	root, no rank, superkingdom, phylum, class, order, family, genus, species, subspecies, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Salmonella, Salmonella enterica, Salmonella enterica subsp. enterica, Salmonella enterica subsp. enterica serovar Newport
Q8ZMM3	99287	Salmonella enterica	Bacteria	7.12	36.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 590, 28901, 59201, 90371, 99287	root, no rank, superkingdom, phylum, class, order, family, genus, species, subspecies, no rank, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Salmonella, Salmonella enterica, Salmonella enterica subsp. enterica, Salmonella enterica subsp. enterica serovar Typhimurium, Salmonella enterica subsp. enterica serovar Typhimurium str. LT2
A0A0H3NF06	216597	Salmonella enterica	Bacteria	7.12	36.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 590, 28901, 59201, 90371, 216597	root, no rank, superkingdom, phylum, class, order, family, genus, species, subspecies, no rank, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Salmonella, Salmonella enterica, Salmonella enterica subsp. enterica, Salmonella enterica subsp. enterica serovar Typhimurium, Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344
H6L109	984262	Saprospira grandis	Bacteria	7.4	30.0	NA	1, 131567, 2, 1783270, 68336, 976, 1937959, 1936988, 89374, 1007, 1008, 984262	root, no rank, superkingdom, no rank, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Saprospiria, Saprospirales, Saprospiraceae, Saprospira, Saprospira grandis, Saprospira grandis str. Lewin
I0GRL8	927704	Selenomonas ruminantium	Bacteria	6.95	37.0	NA	1, 131567, 2, 1783272, 1239, 909932, 909929, 1843491, 970, 971, 114197, 927704	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, subspecies, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Negativicutes, Selenomonadales, Selenomonadaceae, Selenomonas, Selenomonas ruminantium, Selenomonas ruminantium subsp. lactilytica, Selenomonas ruminantium subsp. lactilytica TAM6421
A0A0G3SMM4	615	Serratia marcescens	Bacteria	7.07	29.0	NA	1, 131567, 2, 1224, 1236, 91347, 1903411, 613, 615	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Yersiniaceae, Serratia, Serratia marcescens
A0A0J5CZZ1	615	Serratia marcescens	Bacteria	7.07	29.0	NA	1, 131567, 2, 1224, 1236, 91347, 1903411, 613, 615	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Yersiniaceae, Serratia, Serratia marcescens
A0A0U7HWU9	615	Serratia marcescens	Bacteria	7.07	29.0	NA	1, 131567, 2, 1224, 1236, 91347, 1903411, 613, 615	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Yersiniaceae, Serratia, Serratia marcescens
A0A0U7MNV1	615	Serratia marcescens	Bacteria	7.07	29.0	NA	1, 131567, 2, 1224, 1236, 91347, 1903411, 613, 615	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Yersiniaceae, Serratia, Serratia marcescens
A0A0U6D3T5	615	Serratia marcescens	Bacteria	7.07	29.0	NA	1, 131567, 2, 1224, 1236, 91347, 1903411, 613, 615	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Yersiniaceae, Serratia, Serratia marcescens
A0A0U6BZM9	615	Serratia marcescens	Bacteria	7.07	29.0	NA	1, 131567, 2, 1224, 1236, 91347, 1903411, 613, 615	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Yersiniaceae, Serratia, Serratia marcescens
A0A0U6D3N8	615	Serratia marcescens	Bacteria	7.07	29.0	NA	1, 131567, 2, 1224, 1236, 91347, 1903411, 613, 615	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Yersiniaceae, Serratia, Serratia marcescens
A0A0U6K8E5	615	Serratia marcescens	Bacteria	7.07	29.0	NA	1, 131567, 2, 1224, 1236, 91347, 1903411, 613, 615	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Yersiniaceae, Serratia, Serratia marcescens
A0A0U6ZXX8	615	Serratia marcescens	Bacteria	7.07	29.0	NA	1, 131567, 2, 1224, 1236, 91347, 1903411, 613, 615	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Yersiniaceae, Serratia, Serratia marcescens
A0A0U5XJG3	615	Serratia marcescens	Bacteria	7.07	29.0	NA	1, 131567, 2, 1224, 1236, 91347, 1903411, 613, 615	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Yersiniaceae, Serratia, Serratia marcescens
A0A0M3UI66	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A0U7PBK6	615	Serratia marcescens	Bacteria	7.07	29.0	NA	1, 131567, 2, 1224, 1236, 91347, 1903411, 613, 615	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Yersiniaceae, Serratia, Serratia marcescens
A0A0U8EIM7	615	Serratia marcescens	Bacteria	7.07	29.0	NA	1, 131567, 2, 1224, 1236, 91347, 1903411, 613, 615	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Yersiniaceae, Serratia, Serratia marcescens
A0A0U5TVG2	615	Serratia marcescens	Bacteria	7.07	29.0	NA	1, 131567, 2, 1224, 1236, 91347, 1903411, 613, 615	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Yersiniaceae, Serratia, Serratia marcescens
A0A0U7V4Q3	615	Serratia marcescens	Bacteria	7.07	29.0	NA	1, 131567, 2, 1224, 1236, 91347, 1903411, 613, 615	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Yersiniaceae, Serratia, Serratia marcescens
A0A0U7IC16	NA	NA	NA	NA	NA	NA	NA	NA	NA
B2U083	344609	Shigella boydii	Bacteria	7.3	35.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 620, 621, 344609	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Shigella, Shigella boydii, Shigella boydii CDC 3083-94
I6D4W3	766138	Shigella boydii	Bacteria	7.3	35.0	NA	1, 131567, 2, 1224, 1236, 91347, 543, 620, 621, 766138	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Shigella, Shigella boydii, Shigella boydii 965-58
Q31X30	300268	Shigella boydii	Bacteria	7.3	35.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 620, 621, 300268	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Shigella, Shigella boydii, Shigella boydii Sb227
I6DRD7	766140	Shigella boydii	Bacteria	7.3	35.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 620, 621, 766140	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Shigella, Shigella boydii, Shigella boydii 4444-74
A0A0G2XHS7	621	Shigella boydii	Bacteria	7.3	35.0	NA	1, 131567, 2, 1224, 1236, 91347, 543, 620, 621	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Shigella, Shigella boydii
E7SSC5	932676	Shigella boydii	Bacteria	7.3	35.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 620, 1776082, 932676	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Shigella, Shigella sp. SF-2015, Shigella boydii ATCC 9905
I6D4W4	766138	Shigella boydii	Bacteria	7.3	35.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 620, 621, 766138	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Shigella, Shigella boydii, Shigella boydii 965-58
I6GYD6	766154	Shigella flexneri	Bacteria	7.0	35.0	NA	1, 131567, 2, 1224, 1236, 91347, 543, 620, 623, 766154	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Shigella, Shigella flexneri, Shigella flexneri 1235-66
A0A0H2V341	623	Shigella flexneri	Bacteria	7.0	35.0	NA	1, 131567, 2, 1224, 1236, 91347, 543, 620, 623	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Shigella, Shigella flexneri
Q0T194	373384	Shigella flexneri	Bacteria	7.0	35.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 620, 623, 373383, 373384	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Shigella, Shigella flexneri, Shigella flexneri 5, Shigella flexneri 5 str. 8401
I6HD20	766154	Shigella flexneri	Bacteria	7.0	35.0	NA	1, 131567, 2, 1224, 1236, 91347, 543, 620, 623, 766154	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Shigella, Shigella flexneri, Shigella flexneri 1235-66
A0A0G3KMH5	NA	NA	NA	NA	NA	NA	NA	NA	NA
E7T8N5	623	Shigella flexneri	Bacteria	7.0	35.0	NA	1, 131567, 2, 1224, 1236, 91347, 543, 620, 623	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Shigella, Shigella flexneri
D2AHK7	591020	Shigella flexneri	Bacteria	7.0	35.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 620, 623, 591020	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Shigella, Shigella flexneri, Shigella flexneri 2002017
K0WZF8	766155	Shigella flexneri	Bacteria	7.0	35.0	NA	1, 131567, 2, 1224, 1236, 91347, 543, 620, 623, 766155	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Shigella, Shigella flexneri, Shigella flexneri 1485-80
I6GYC9	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A0C7MXN2	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A0F6EGB5	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A0F6MG83	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A094NN19	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A0I0YAM2	624	Shigella sonnei	Bacteria	7.0	34.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 620, 624	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Shigella, Shigella sonnei
A0A0H7PWY0	624	Shigella sonnei	Bacteria	7.0	34.0	NA	1, 131567, 2, 1224, 1236, 91347, 543, 620, 624	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Shigella, Shigella sonnei
A0A0H8S315	624	Shigella sonnei	Bacteria	7.0	34.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 620, 624	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Shigella, Shigella sonnei
A0A0H7Y229	624	Shigella sonnei	Bacteria	7.0	34.0	NA	1, 131567, 2, 1224, 1236, 91347, 543, 620, 624	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Shigella, Shigella sonnei
J2NJ54	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A0H8A3L2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q3YYJ7	300269	Shigella sonnei	Bacteria	7.0	34.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 620, 624, 300269	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Shigella, Shigella sonnei, Shigella sonnei Ss046
I2BC73	630626	Shimwellia blattae	Bacteria	7.0	33.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 1335483, 563, 630626	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Shimwellia, Shimwellia blattae, Shimwellia blattae DSM 4481 = NBRC 105725
A0A021XIZ9	1410620	Shinella sp.	Bacteria	7.22	30.0	PF01266	1, 131567, 2, 1224, 28211, 356, 82115, 323620, 1410620	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Shinella, Shinella sp. DD12
A0A021X798	1410620	Shinella sp.	Bacteria	7.22	30.0	PF01266	1, 131567, 2, 1224, 28211, 356, 82115, 323620, 1410620	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Shinella, Shinella sp. DD12
I3X1H0	1185652	Sinorhizobium fredii	Bacteria	7.0	28.0	PF01266	1, 131567, 2, 1224, 28211, 356, 82115, 227292, 28105, 663276, 380, 1185652	root, no rank, superkingdom, phylum, class, order, family, no rank, genus, no rank, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Sinorhizobium/Ensifer group, Sinorhizobium, Sinorhizobium fredii group, Sinorhizobium fredii, Sinorhizobium fredii USDA 257
W0X3F8	698936	Sinorhizobium meliloti	Bacteria	7.0	27.0	NA	1, 131567, 2, 1224, 28211, 356, 82115, 227292, 28105, 382, 698936	root, no rank, superkingdom, phylum, class, order, family, no rank, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Sinorhizobium/Ensifer group, Sinorhizobium, Sinorhizobium meliloti, Sinorhizobium meliloti BL225C
A0A0E0UMI3	698936	Sinorhizobium meliloti	Bacteria	7.0	27.0	NA	1, 131567, 2, 1224, 28211, 356, 82115, 227292, 28105, 382, 698936	root, no rank, superkingdom, phylum, class, order, family, no rank, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Sinorhizobium/Ensifer group, Sinorhizobium, Sinorhizobium meliloti, Sinorhizobium meliloti BL225C
M4N2W9	266834	Sinorhizobium meliloti	Bacteria	7.0	27.0	NA	1, 131567, 2, 1224, 28211, 356, 82115, 227292, 28105, 382, 266834	root, no rank, superkingdom, phylum, class, order, family, no rank, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Sinorhizobium/Ensifer group, Sinorhizobium, Sinorhizobium meliloti, Sinorhizobium meliloti 1021
A0A0E0UEE5	698936	Sinorhizobium meliloti	Bacteria	7.0	27.0	NA	1, 131567, 2, 1224, 28211, 356, 82115, 227292, 28105, 382, 698936	root, no rank, superkingdom, phylum, class, order, family, no rank, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Sinorhizobium/Ensifer group, Sinorhizobium, Sinorhizobium meliloti, Sinorhizobium meliloti BL225C
W0X0N5	698936	Sinorhizobium meliloti	Bacteria	7.0	27.0	NA	1, 131567, 2, 1224, 28211, 356, 82115, 227292, 28105, 382, 698936	root, no rank, superkingdom, phylum, class, order, family, no rank, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Sinorhizobium/Ensifer group, Sinorhizobium, Sinorhizobium meliloti, Sinorhizobium meliloti BL225C
W0X1M3	698936	Sinorhizobium meliloti	Bacteria	7.0	27.0	NA	1, 131567, 2, 1224, 28211, 356, 82115, 227292, 28105, 382, 698936	root, no rank, superkingdom, phylum, class, order, family, no rank, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Sinorhizobium/Ensifer group, Sinorhizobium, Sinorhizobium meliloti, Sinorhizobium meliloti BL225C
Q43775	4081	Solanum lycopersicum	Eukaryota	NA	NA	NA	1, 131567, 2759, 33090, 35493, 131221, 3193, 58023, 78536, 58024, 3398, 1437183, 71240, 91827, 1437201, 71274, 91888, 4069, 4070, 424551, 424574, 4107, 49274, 4081	root, no rank, superkingdom, kingdom, phylum, subphylum, no rank, no rank, no rank, no rank, no rank, no rank, no rank, no rank, no rank, subclass, no rank, order, family, subfamily, tribe, genus, subgenus, species	root, cellular organisms, Eukaryota, Viridiplantae, Streptophyta, Streptophytina, Embryophyta, Tracheophyta, Euphyllophyta, Spermatophyta, Magnoliophyta, Mesangiospermae, eudicotyledons, Gunneridae, Pentapetalae, asterids, lamiids, Solanales, Solanaceae, Solanoideae, Solaneae, Solanum, Lycopersicon, Solanum lycopersicum
A0A0B0HAB7	2340	Solemya velum	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 1236, 118884, 32036, 2340	root, no rank, superkingdom, phylum, class, no rank, no rank, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, unclassified Gammaproteobacteria, sulfur-oxidizing symbionts, Solemya velum gill symbiont
A0A0B0H8K0	2340	Solemya velum	Bacteria	NA	NA	PF02754	1, 131567, 2, 1224, 1236, 118884, 32036, 2340	root, no rank, superkingdom, phylum, class, no rank, no rank, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, unclassified Gammaproteobacteria, sulfur-oxidizing symbionts, Solemya velum gill symbiont
A9F5V5	448385	Sorangium cellulosum	Bacteria	7.2	28.0	NA	1, 131567, 2, 1224, 68525, 28221, 29, 80812, 49, 39643, 56, 448385	root, no rank, superkingdom, phylum, subphylum, class, order, suborder, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Myxococcales, Sorangiineae, Polyangiaceae, Sorangium, Sorangium cellulosum, Sorangium cellulosum So ce56
A9ENW5	448385	Sorangium cellulosum	Bacteria	7.2	28.0	NA	1, 131567, 2, 1224, 68525, 28221, 29, 80812, 49, 39643, 56, 448385	root, no rank, superkingdom, phylum, subphylum, class, order, suborder, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Myxococcales, Sorangiineae, Polyangiaceae, Sorangium, Sorangium cellulosum, Sorangium cellulosum So ce56
F6ETN5	690566	Sphingobium chlorophenolicum	Bacteria	7.09	30.0	NA	1, 131567, 2, 1224, 28211, 204457, 41297, 165695, 46429, 690566	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingobium, Sphingobium chlorophenolicum, Sphingobium chlorophenolicum L-1
G2IPH5	627192	Sphingobium sp.	Bacteria	7.1	28.0	NA	1, 131567, 2, 1224, 28211, 204457, 41297, 165695, 627192	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingobium, Sphingobium sp. SYK-6
G2IPH4	627192	Sphingobium sp.	Bacteria	7.1	28.0	NA	1, 131567, 2, 1224, 28211, 204457, 41297, 165695, 627192	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingobium, Sphingobium sp. SYK-6
Q1GS14	317655	Sphingopyxis alaskensis	Bacteria	7.3	29.0	NA	1, 131567, 2, 1224, 28211, 204457, 41297, 165697, 117207, 317655	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingopyxis, Sphingopyxis alaskensis, Sphingopyxis alaskensis RB2256
A0A095ANQ8	1502850	Sphingopyxis sp.	Bacteria	NA	29.0	NA	1, 131567, 2, 1224, 28211, 204457, 41297, 165697, 1502850	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingopyxis, Sphingopyxis sp. LC81
P05414	3562	Spinacia oleracea	Eukaryota	NA	NA	NA	1, 131567, 2759, 33090, 35493, 131221, 3193, 58023, 78536, 58024, 3398, 1437183, 71240, 91827, 1437201, 3524, 1804623, 1307796, 1307775, 3561, 3562	root, no rank, superkingdom, kingdom, phylum, subphylum, no rank, no rank, no rank, no rank, no rank, no rank, no rank, no rank, no rank, order, family, subfamily, tribe, genus, species	root, cellular organisms, Eukaryota, Viridiplantae, Streptophyta, Streptophytina, Embryophyta, Tracheophyta, Euphyllophyta, Spermatophyta, Magnoliophyta, Mesangiospermae, eudicotyledons, Gunneridae, Pentapetalae, Caryophyllales, Chenopodiaceae, Chenopodioideae, Anserineae, Spinacia, Spinacia oleracea
F9DUM3	1027292	Sporosarcina newyorkensis	Bacteria	7.3	35.0	NA	1, 131567, 2, 1783272, 1239, 91061, 1385, 186818, 1569, 759851, 1027292	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Planococcaceae, Sporosarcina, Sporosarcina newyorkensis, Sporosarcina newyorkensis 2681
E8SFV8	283734	Staphylococcus pseudintermedius	Bacteria	7.1	36.0	NA	1, 131567, 2, 1783272, 1239, 91061, 1385, 90964, 1279, 283734	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, Staphylococcus pseudintermedius
A0A0U5DT85	40324	Stenotrophomonas maltophilia	Bacteria	7.27	30.0	NA	1, 131567, 2, 1224, 1236, 135614, 32033, 40323, 995085, 40324	root, no rank, superkingdom, phylum, class, order, family, genus, species group, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Stenotrophomonas, Stenotrophomonas maltophilia group, Stenotrophomonas maltophilia
A0A0U5HR89	40324	Stenotrophomonas maltophilia	Bacteria	7.27	30.0	NA	1, 131567, 2, 1224, 1236, 135614, 32033, 40323, 995085, 40324	root, no rank, superkingdom, phylum, class, order, family, genus, species group, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Stenotrophomonas, Stenotrophomonas maltophilia group, Stenotrophomonas maltophilia
B8L0T8	391601	Stenotrophomonas sp.	Bacteria	7.15	31.0	NA	1, 131567, 2, 1224, 1236, 135614, 32033, 40323, 391601	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Stenotrophomonas, Stenotrophomonas sp. SKA14
A9QH69	1346	Streptococcus iniae	Bacteria	7.1	37.0	NA	1, 131567, 2, 1783272, 1239, 91061, 186826, 1300, 1301, 1346	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, Streptococcus iniae
